部数,部名,類数,類名,HSコード,大項目,中項目,小項目,細項目,微細項目,項目,単位2
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853810000,第85.35項から第85.37項までの機器に専ら又は主として使用する部分品,－ 第85.37項の物品用の盤、パネル、コンソール、机、キャビネットその他の物品（機器を装備してないものに限る。）,,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853890100,第85.35項から第85.37項までの機器に専ら又は主として使用する部分品,－ その他のもの,－－ 開閉用機器のもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853890200,第85.35項から第85.37項までの機器に専ら又は主として使用する部分品,－ その他のもの,－－ 保護用機器のもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853890900,第85.35項から第85.37項までの機器に専ら又は主として使用する部分品,－ その他のもの,－－ その他のもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853910000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ シールドビームランプ,,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853921000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ その他のフィラメント電球（紫外線ランプ及び赤外線ランプを除く。）,－－ タングステンハロゲン電球,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853922000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ その他のフィラメント電球（紫外線ランプ及び赤外線ランプを除く。）,－－ その他のもの（出力が200ワット以下のもので、使用電圧が100ボルトを超えるものに限る。）,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853929100,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ その他のフィラメント電球（紫外線ランプ及び赤外線ランプを除く。）,－－ その他のもの,－－－ 自動車用のもの,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853929200,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ その他のフィラメント電球（紫外線ランプ及び赤外線ランプを除く。）,－－ その他のもの,－－－ 表示用のもの（超小型のもの）,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853929900,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ その他のフィラメント電球（紫外線ランプ及び赤外線ランプを除く。）,－－ その他のもの,－－－ その他のもの,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853931000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 放電管（紫外線ランプを除く。）,－－ 熱陰極蛍光放電管,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853932000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 放電管（紫外線ランプを除く。）,－－ 水銀ランプ、ナトリウムランプ及びメタルハライドランプ,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853939000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 放電管（紫外線ランプを除く。）,－－ その他のもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853941000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 紫外線ランプ、赤外線ランプ及びアーク灯,－－ アーク灯,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853949000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 紫外線ランプ、赤外線ランプ及びアーク灯,－－ その他のもの,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853951000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 発光ダイオード（LED）光源,－－ 発光ダイオード（LED）モジュール,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853952000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 発光ダイオード（LED）光源,－－ 発光ダイオード（LED）ランプ,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,853990000,フィラメント電球及び放電管（シールドビームランプ、紫外線ランプ及び赤外線ランプを含む。）、アーク灯並びに発光ダイオード（LED）光源,－ 部分品,,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854011000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ テレビジョン受像用陰極線管（ビデオモニター用陰極線管を含む。）,－－ カラーのもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854012000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ テレビジョン受像用陰極線管（ビデオモニター用陰極線管を含む。）,－－ モノクロームのもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854020000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ テレビジョン用撮像管、イメージ変換管、イメージ増倍管その他の光電管,,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854040000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ データ・グラフィックディスプレイ管（モノクロームのものに限る。）及びデータ・グラフィックディスプレイ管（カラーのもので、蛍光体のドットスクリーンピッチが0.4ミリメートル未満のものに限る。）,,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854060000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ その他の陰極線管,,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854071000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ マイクロ波管（例えば、磁電管、クライストロン、進行波管及びカルシノトロン。格子制御式のものを除く。）,－－ 磁電管,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854079000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ マイクロ波管（例えば、磁電管、クライストロン、進行波管及びカルシノトロン。格子制御式のものを除く。）,－－ その他のもの,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854081000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ その他の管,－－ 受信管及び増幅管,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854089100,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ その他の管,－－ その他のもの,－－－ 蛍光表示管,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854089900,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ その他の管,－－ その他のもの,－－－ その他のもの,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854091000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ 部分品,－－ 陰極線管のもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854099000,熱電子管、冷陰極管及び光電管（例えば、真空式のもの、蒸気又はガスを封入したもの、水銀整流管、陰極線管及びテレビジョン用撮像管）,－ 部分品,－－ その他のもの,,,,KG
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854110100,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ ダイオード（光電性ダイオード及び発光ダイオード（LED）を除く。）,－－ 実装してないもの,,,,TH
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854110910,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ ダイオード（光電性ダイオード及び発光ダイオード（LED）を除く。）,－－ その他のもの,－－－ 平均順電流が100ミリアンペア未満のもの,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854110920,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ ダイオード（光電性ダイオード及び発光ダイオード（LED）を除く。）,－－ その他のもの,－－－ 平均順電流が100ミリアンペア以上のもの,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854121100,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ トランジスター（光電性トランジスターを除く。）,－－ 定格消費電力が1ワット未満のもの,－－－ 実装してないもの,,,TH
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854121910,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ トランジスター（光電性トランジスターを除く。）,－－ 定格消費電力が1ワット未満のもの,－－－ その他のもの,－－－－ シリコントランジスター,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854121990,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ トランジスター（光電性トランジスターを除く。）,－－ 定格消費電力が1ワット未満のもの,－－－ その他のもの,－－－－ その他のもの,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854129100,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ トランジスター（光電性トランジスターを除く。）,－－ その他のもの,－－－ 実装してないもの,,,TH
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854129910,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ トランジスター（光電性トランジスターを除く。）,－－ その他のもの,－－－ その他のもの,－－－－ シリコントランジスター,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854129990,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ トランジスター（光電性トランジスターを除く。）,－－ その他のもの,－－－ その他のもの,－－－－ その他のもの,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854130100,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ サイリスター、ダイアック及びトライアック（光電性デバイスを除く。）,－－ 実装してないもの,,,,TH
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854130900,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ サイリスター、ダイアック及びトライアック（光電性デバイスを除く。）,－－ その他のもの,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854141000,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ 光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）及び発光ダイオード（LED）,－－ 発光ダイオード（LED）,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854142000,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ 光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）及び発光ダイオード（LED）,－－ 光電池（モジュール又はパネルにしてないもの）,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854143000,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ 光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）及び発光ダイオード（LED）,－－ 光電池（モジュール又はパネルにしてあるもの）,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854149000,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ 光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）及び発光ダイオード（LED）,－－ その他のもの,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854151000,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ その他の半導体デバイス,－－ 半導体ベースの変換器,,,,NO
第16部,機械類及び電気機器並びにこれらの部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,第85類,電気機器及びその部分品並びに録音機、音声再生機並びにテレビジョンの映像及び音声の記録用又は再生用の機器並びにこれらの部分品及び附属品,854159000,半導体デバイス（例えば、ダイオード、トランジスター及び半導体ベースの変換器）、光電性半導体デバイス（光電池（モジュール又はパネルにしてあるかないかを問わない。）を含む。）、発光ダイオード（LED）（他の発光ダイオード（LED）と組み合わせてあるかないかを問わない。）及び圧電結晶素子,－ その他の半導体デバイス,－－ その他のもの,,,,NO
